Local Time,Volume
23:00,501.3104927033527
00:00,396.5172275604214
01:00,925.1207638499963
02:00,154.61762487819354
03:00,503.3255143421561
04:00,86.5445959918515
05:00,452.5690905326705
06:00,356.9047493546731
07:00,756.9463951583466
08:00,268.24132510979956
09:00,604.3409822068063
10:00,758.2122320915632
11:00,998.960383717387
12:00,372.49919850356673
13:00,54.71843931418119
14:00,469.1376603274862
15:00,91.16285003487246
16:00,732.1442872026992
17:00,349.98210338256376
18:00,761.8694737383258
19:00,798.034638277969
20:00,260.72699625452947
21:00,782.6254171869987
22:00,733.3369433695972
