Local Time,Volume
23:00,695.9608513313132
00:00,495.7610641571523
01:00,685.017731230635
02:00,791.1570246661188
03:00,1136.30135768507
04:00,800.4974068783142
05:00,684.5157793432936
06:00,1058.8309876412504
07:00,411.8203852202589
08:00,1483.4594212110387
09:00,253.38029439671416
10:00,527.9403795816861
11:00,549.2667106938201
12:00,624.6108432108961
13:00,1474.7221185004091
14:00,289.5103778430587
15:00,783.7831071172964
16:00,1332.8260934058976
17:00,1269.8007880977543
18:00,896.727647185631
19:00,1681.5858045971963
20:00,785.3258855773653
21:00,1147.9341466531578
22:00,876.9303017673346
